,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
143,20201013,00:00:00,57700.0,57700.0,57600.0,57600.0,11
144,20201014,00:00:00,57800.0,57800.0,57800.0,57800.0,2
145,20201015,00:00:00,57700.0,57700.0,57700.0,57700.0,5
146,20201016,00:00:00,57800.0,57800.0,57800.0,57800.0,3
147,20201019,00:00:00,57700.0,57700.0,57700.0,57700.0,119
148,20201020,00:00:00,57500.0,57500.0,57500.0,57500.0,2
149,20201021,00:00:00,57600.0,57600.0,57600.0,57600.0,3
150,20201023,00:00:00,57700.0,57800.0,57700.0,57800.0,6
151,20201026,00:00:00,57800.0,57800.0,57800.0,57800.0,5
152,20201027,00:00:00,57700.0,57700.0,57700.0,57700.0,1
153,20201029,00:00:00,57900.0,58000.0,57900.0,58000.0,5
154,20201102,00:00:00,57900.0,58000.0,57900.0,58000.0,20
155,20201105,00:00:00,57800.0,57900.0,57800.0,57900.0,8
156,20201106,00:00:00,58000.0,58000.0,58000.0,58000.0,16
157,20201109,00:00:00,58000.0,58000.0,58000.0,58000.0,14
158,20201111,00:00:00,58100.0,58100.0,58100.0,58100.0,2
159,20201112,00:00:00,58100.0,58100.0,58100.0,58100.0,4
160,20201116,00:00:00,58300.0,58300.0,58300.0,58300.0,14
161,20201117,00:00:00,58200.0,58200.0,58200.0,58200.0,4
162,20201118,00:00:00,58200.0,58300.0,58200.0,58300.0,12
163,20201119,00:00:00,58300.0,58300.0,58300.0,58300.0,11
164,20201120,00:00:00,58200.0,58300.0,58200.0,58300.0,131
165,20201123,00:00:00,58400.0,58400.0,58400.0,58400.0,7
166,20201124,00:00:00,58400.0,58400.0,58400.0,58400.0,6
167,20201126,00:00:00,58350.0,58350.0,58350.0,58350.0,21
168,20201127,00:00:00,58000.0,58300.0,58000.0,58300.0,6
169,20201130,00:00:00,58350.0,58350.0,58350.0,58350.0,3
170,20201201,00:00:00,58350.0,58350.0,58350.0,58350.0,9
171,20201202,00:00:00,58350.0,58400.0,58350.0,58400.0,8
172,20201203,00:00:00,58400.0,58500.0,58400.0,58500.0,6
173,20201204,00:00:00,58500.0,58500.0,58400.0,58500.0,53
174,20201207,00:00:00,58400.0,58400.0,58400.0,58400.0,13
175,20201208,00:00:00,58400.0,58400.0,58400.0,58400.0,39
176,20201209,00:00:00,58500.0,58500.0,58500.0,58500.0,2
