,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
233,20191204,00:00:00,736.6,743.5,733.9,740.9,1065984
234,20191205,00:00:00,743.0,746.8,733.6,745.0,1169808
235,20191206,00:00:00,746.9,752.3,736.7,752.3,1646518
236,20191209,00:00:00,751.8,761.7,748.5,759.2,1901988
237,20191210,00:00:00,756.8,758.3,748.6,751.0,1483475
238,20191211,00:00:00,749.9,768.0,749.7,762.4,2131315
239,20191212,00:00:00,764.7,786.3,764.2,780.6,2743779
240,20191213,00:00:00,782.9,794.0,779.5,793.2,2259601
241,20191216,00:00:00,793.0,795.0,783.2,788.8,2054700
242,20191217,00:00:00,789.8,798.2,787.5,791.2,2614053
243,20191218,00:00:00,791.9,793.7,782.0,791.5,2721674
244,20191219,00:00:00,792.1,797.0,785.7,788.0,1974560
245,20191220,00:00:00,790.0,791.9,780.3,780.8,2095559
246,20191223,00:00:00,781.6,790.5,779.3,788.9,1280862
247,20191224,00:00:00,789.7,791.1,781.5,781.5,640480
248,20191225,00:00:00,782.4,787.0,779.3,784.5,448613
249,20191226,00:00:00,787.2,794.0,784.6,789.0,1071933
250,20191227,00:00:00,768.2,778.1,763.0,770.0,3171163
251,20191230,00:00:00,768.7,772.8,759.1,759.7,1620313
252,20200103,00:00:00,767.0,777.4,765.6,776.7,2892452
253,20200106,00:00:00,780.3,782.1,774.2,776.0,4190556
254,20200108,00:00:00,777.6,797.0,775.3,788.0,2692274
255,20200109,00:00:00,786.1,810.2,782.2,806.7,2634882
256,20200110,00:00:00,807.5,808.8,800.1,801.0,1517004
257,20200113,00:00:00,799.0,807.0,796.0,806.0,1954614
258,20200114,00:00:00,807.0,815.9,802.5,811.6,2320206
259,20200115,00:00:00,809.6,815.5,802.0,807.0,2201486
260,20200116,00:00:00,809.8,815.4,805.0,808.9,1564126
261,20200117,00:00:00,808.9,814.0,807.0,809.6,1795151
262,20200120,00:00:00,812.0,837.4,810.4,830.0,2369268
263,20200121,00:00:00,826.0,829.0,819.3,825.0,1968311
264,20200122,00:00:00,827.2,828.8,813.3,818.0,1760099
265,20200123,00:00:00,815.0,817.0,796.2,800.0,2480483
266,20200124,00:00:00,802.8,809.3,794.0,795.7,1370270
267,20200127,00:00:00,787.3,791.8,776.6,779.8,1713179
268,20200128,00:00:00,780.8,788.2,773.3,779.0,1755492
269,20200129,00:00:00,784.0,791.9,777.6,780.0,1862039
270,20200130,00:00:00,777.1,784.0,770.1,777.0,1562510
271,20200131,00:00:00,781.5,788.0,761.0,761.0,2503425
272,20200203,00:00:00,757.0,762.1,749.0,751.6,3128202
273,20200204,00:00:00,753.0,768.6,747.0,764.3,3752348
274,20200205,00:00:00,766.3,775.2,754.0,765.3,3833552
275,20200206,00:00:00,771.6,775.3,760.7,762.9,2828985
276,20200207,00:00:00,763.8,766.9,748.2,752.0,2555111
277,20200210,00:00:00,752.1,753.0,738.2,741.0,2234346
278,20200211,00:00:00,745.8,757.2,745.7,753.7,2120328
279,20200212,00:00:00,754.7,770.0,753.0,768.2,4307727
280,20200213,00:00:00,765.9,766.7,758.3,763.0,2106726
281,20200214,00:00:00,764.0,767.9,759.2,763.1,1494851
282,20200217,00:00:00,764.0,768.8,762.9,766.1,1071063
283,20200218,00:00:00,764.5,764.8,750.8,750.8,1601368
284,20200219,00:00:00,755.8,767.8,755.7,765.4,1781203
285,20200220,00:00:00,768.0,771.8,764.1,764.1,1673986
286,20200221,00:00:00,761.7,763.0,755.0,755.0,1202126
287,20200225,00:00:00,744.2,747.7,721.0,721.4,3792136
288,20200226,00:00:00,718.9,733.0,714.5,724.3,4530000
289,20200227,00:00:00,718.0,723.3,691.6,691.6,3504680
290,20200228,00:00:00,679.5,684.4,625.1,671.6,7836680
291,20200302,00:00:00,695.8,696.5,664.1,667.9,5113326
292,20200303,00:00:00,681.2,694.4,677.1,682.7,4174883
293,20200304,00:00:00,672.5,696.3,668.0,695.3,3800457
294,20200305,00:00:00,702.0,705.2,684.6,696.2,2947756
295,20200306,00:00:00,683.7,689.0,653.1,658.5,4710951
296,20200310,00:00:00,592.7,612.9,527.6,530.0,10679932
297,20200311,00:00:00,539.5,558.1,521.3,527.7,5343942
298,20200312,00:00:00,508.0,508.0,460.5,469.8,7979329
299,20200313,00:00:00,469.9,500.6,458.7,458.7,9092530
300,20200316,00:00:00,447.0,458.0,426.0,442.3,7584880
301,20200317,00:00:00,442.9,451.7,402.1,422.1,7560727
302,20200318,00:00:00,408.1,418.0,382.7,385.0,8825786
303,20200319,00:00:00,389.3,457.4,372.0,455.9,10628981
304,20200320,00:00:00,470.2,542.5,470.2,515.6,13514396
305,20200323,00:00:00,475.1,527.9,470.0,503.8,8180350
306,20200324,00:00:00,550.1,581.8,531.5,561.2,8577553
307,20200325,00:00:00,576.0,589.5,534.8,562.2,9335936
308,20200326,00:00:00,557.8,572.4,544.3,560.0,4780144
309,20200327,00:00:00,563.1,567.0,514.4,530.0,5767580
310,20200330,00:00:00,519.0,528.8,500.0,521.8,4058999
311,20200331,00:00:00,533.7,558.3,531.7,552.6,5236762
312,20200401,00:00:00,538.0,545.3,532.0,544.0,4136058
313,20200402,00:00:00,574.5,587.7,550.0,585.0,8866403
314,20200403,00:00:00,585.3,629.5,578.1,600.6,7264037
315,20200406,00:00:00,607.9,613.8,594.6,608.9,3520132
316,20200407,00:00:00,621.0,624.8,575.2,583.6,7556395
317,20200408,00:00:00,583.8,598.0,574.8,598.0,4696236
318,20200409,00:00:00,602.4,610.0,586.0,606.2,7155806
319,20200410,00:00:00,601.6,601.8,590.0,601.4,1461746
320,20200413,00:00:00,597.5,601.0,581.7,587.0,2570632
321,20200414,00:00:00,591.0,597.7,547.1,554.6,6637204
322,20200415,00:00:00,548.0,548.1,503.3,510.6,9614924
323,20200416,00:00:00,512.6,526.9,491.6,510.4,11294022
324,20200417,00:00:00,522.4,527.5,513.4,516.4,6080833
325,20200420,00:00:00,509.9,523.5,480.6,488.4,10780923
326,20200421,00:00:00,473.2,486.0,455.5,476.7,11802059
327,20200422,00:00:00,466.7,521.0,465.0,514.4,12574555
328,20200423,00:00:00,524.7,539.4,510.8,532.2,8585684
329,20200424,00:00:00,528.2,530.9,514.0,521.9,5331498
330,20200427,00:00:00,520.5,527.9,514.0,516.7,3712606
331,20200428,00:00:00,513.2,538.0,511.5,529.8,5685625
332,20200429,00:00:00,537.3,559.0,532.4,558.6,6357056
333,20200430,00:00:00,566.4,576.9,546.7,550.0,9792126
334,20200504,00:00:00,540.6,551.4,529.0,544.9,4618688
335,20200505,00:00:00,556.7,563.4,547.6,551.6,3719368
336,20200506,00:00:00,554.0,559.9,538.2,541.5,5135240
337,20200507,00:00:00,543.9,549.0,539.2,544.0,3961658
338,20200508,00:00:00,546.0,549.5,538.3,546.5,2086255
339,20200512,00:00:00,546.0,547.3,539.3,541.9,3602932
340,20200513,00:00:00,540.0,540.6,516.0,517.8,4864849
341,20200514,00:00:00,516.7,524.5,508.2,522.6,5085718
342,20200515,00:00:00,529.0,535.6,514.2,514.2,4668723
343,20200518,00:00:00,523.5,552.5,523.3,549.0,6510337
344,20200519,00:00:00,552.5,558.3,544.6,549.6,4696629
345,20200520,00:00:00,544.6,568.5,538.3,566.5,5868358
346,20200521,00:00:00,565.2,575.0,537.9,540.0,6828653
347,20200522,00:00:00,531.5,548.1,529.2,544.0,3746626
348,20200525,00:00:00,549.2,565.0,547.9,557.0,1866678
349,20200526,00:00:00,567.2,575.4,559.3,559.9,4521122
350,20200527,00:00:00,557.7,572.2,546.2,559.8,4979200
351,20200528,00:00:00,568.2,569.7,555.3,565.0,4223398
352,20200529,00:00:00,562.5,562.8,532.0,532.0,21337968
353,20200601,00:00:00,544.2,552.7,541.3,542.5,7217916
354,20200602,00:00:00,548.0,560.2,546.4,560.1,5755033
355,20200603,00:00:00,565.0,571.0,501.2,569.0,9122340
356,20200604,00:00:00,567.5,567.5,555.4,559.2,5541459
357,20200605,00:00:00,565.0,574.0,561.1,569.9,4706802
358,20200608,00:00:00,575.0,597.4,570.5,578.4,7818255
359,20200609,00:00:00,581.5,589.7,575.0,586.5,5803236
360,20200610,00:00:00,590.6,599.4,581.2,595.9,7602075
361,20200611,00:00:00,586.4,587.2,571.0,577.0,5306145
362,20200615,00:00:00,564.7,582.8,551.4,581.6,4773777
363,20200616,00:00:00,590.0,596.1,576.5,581.0,5668729
364,20200617,00:00:00,582.4,590.2,565.4,565.4,6246487
365,20200618,00:00:00,566.3,579.2,560.5,576.0,4887022
366,20200619,00:00:00,580.9,593.7,578.0,586.5,7835453
367,20200622,00:00:00,583.9,592.5,574.8,589.1,3475201
368,20200623,00:00:00,591.2,594.5,586.1,588.6,3298412
369,20200625,00:00:00,577.8,584.8,570.0,584.7,3763409
370,20200626,00:00:00,583.6,586.0,566.1,572.6,3578776
371,20200629,00:00:00,570.0,572.1,561.3,568.4,3022494
372,20200630,00:00:00,568.0,568.8,552.0,556.3,4303689
373,20200702,00:00:00,562.4,569.4,558.8,567.5,3174555
374,20200703,00:00:00,566.9,568.9,563.1,568.0,1603182
375,20200706,00:00:00,575.9,579.8,567.0,570.6,3240962
376,20200707,00:00:00,566.9,572.3,560.0,565.5,2619199
377,20200708,00:00:00,566.5,567.1,556.5,560.6,2264766
378,20200709,00:00:00,560.3,562.1,549.2,552.5,3011090
379,20200710,00:00:00,548.6,563.0,543.4,562.7,3494459
380,20200713,00:00:00,563.7,566.6,544.5,546.5,2120364
381,20200714,00:00:00,545.6,548.1,534.2,547.9,2906096
382,20200715,00:00:00,550.0,555.7,546.4,553.3,2787463
383,20200716,00:00:00,550.3,556.2,548.2,553.6,1610114
384,20200717,00:00:00,551.0,555.0,545.0,550.9,2077481
385,20200720,00:00:00,549.8,556.4,546.4,554.9,2273294
386,20200721,00:00:00,556.6,566.7,556.6,560.4,3025171
387,20200722,00:00:00,561.7,564.3,556.6,560.9,1923868
388,20200723,00:00:00,564.3,568.4,558.2,559.0,2152293
389,20200724,00:00:00,558.4,565.3,557.0,564.7,1531455
390,20200727,00:00:00,566.1,567.1,556.6,560.9,2301237
391,20200728,00:00:00,562.9,563.0,554.4,557.0,1922091
392,20200729,00:00:00,557.5,564.8,555.6,563.0,1931897
393,20200730,00:00:00,559.6,563.7,552.4,558.4,2014709
394,20200731,00:00:00,558.0,559.3,550.3,554.7,1717623
395,20200803,00:00:00,552.7,553.8,543.9,547.2,2606710
396,20200804,00:00:00,545.9,548.8,541.5,546.8,2026925
397,20200805,00:00:00,546.9,562.5,545.3,558.4,3417213
398,20200806,00:00:00,561.3,562.6,556.2,561.4,2649963
399,20200807,00:00:00,559.1,562.2,554.0,559.4,1591574
400,20200810,00:00:00,560.2,564.0,555.4,559.8,2690439
401,20200811,00:00:00,561.5,590.0,560.2,581.0,5648917
402,20200812,00:00:00,582.0,608.4,582.0,605.6,6681665
403,20200813,00:00:00,604.7,615.6,598.0,604.9,4368858
404,20200814,00:00:00,609.3,612.0,600.0,608.5,3042933
405,20200817,00:00:00,611.0,616.4,596.3,600.1,3634214
406,20200818,00:00:00,599.5,611.2,594.4,597.6,3382756
407,20200819,00:00:00,598.0,598.4,583.0,590.9,2262748
408,20200820,00:00:00,589.0,589.7,562.5,572.8,4191528
409,20200821,00:00:00,574.0,577.3,555.1,566.1,3607093
410,20200824,00:00:00,568.0,573.7,565.5,570.7,2164611
411,20200825,00:00:00,572.9,575.0,565.2,571.0,1837384
412,20200826,00:00:00,570.4,574.6,563.2,571.6,2428058
413,20200827,00:00:00,573.9,574.0,560.0,561.4,2393703
414,20200828,00:00:00,561.6,561.9,553.3,556.8,2141319
415,20200831,00:00:00,557.4,561.2,544.5,547.8,4130086
416,20200901,00:00:00,549.9,550.8,543.1,549.5,3141932
417,20200902,00:00:00,550.2,553.5,541.4,545.0,3575581
418,20200903,00:00:00,542.8,544.6,529.2,532.6,4751102
419,20200904,00:00:00,532.4,540.4,529.3,536.4,2950513
420,20200907,00:00:00,534.4,538.3,531.6,533.9,1297229
421,20200908,00:00:00,534.7,534.7,519.1,523.9,3236195
422,20200909,00:00:00,521.1,531.3,519.9,529.7,2631827
423,20200910,00:00:00,529.7,531.1,522.3,528.0,2271507
424,20200911,00:00:00,528.2,537.6,527.0,537.6,2472397
425,20200914,00:00:00,539.1,547.6,536.3,538.9,3027666
426,20200915,00:00:00,538.1,553.1,537.2,552.8,2916615
427,20200916,00:00:00,554.0,557.5,516.1,531.4,10461564
428,20200917,00:00:00,526.9,529.7,508.1,517.4,10139018
429,20200918,00:00:00,518.3,520.0,503.8,507.8,7355648
