,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
430,20200921,00:00:00,506.7,506.7,475.7,480.7,9268530
431,20200922,00:00:00,478.8,482.8,469.2,479.7,7086715
432,20200923,00:00:00,479.9,480.1,460.0,460.0,6437486
433,20200924,00:00:00,459.8,471.4,448.7,467.5,9276502
434,20200925,00:00:00,469.9,470.8,457.4,464.0,4873017
435,20200928,00:00:00,464.6,479.9,456.6,474.5,7094588
436,20200929,00:00:00,474.8,478.4,461.1,464.7,4479243
437,20200930,00:00:00,463.0,469.4,460.8,463.6,3589381
438,20201001,00:00:00,465.6,468.0,457.3,458.5,3006376
439,20201002,00:00:00,453.9,456.5,449.5,453.1,3006638
440,20201005,00:00:00,455.5,474.0,455.4,473.5,4346265
441,20201006,00:00:00,473.5,486.7,464.9,472.5,6651348
442,20201007,00:00:00,475.8,479.7,461.6,468.1,5213602
443,20201008,00:00:00,469.3,473.5,461.1,464.5,3447344
444,20201009,00:00:00,455.5,460.2,451.5,459.0,3684548
445,20201012,00:00:00,459.0,459.0,452.0,453.6,3010246
446,20201013,00:00:00,454.0,455.9,439.6,442.6,4106572
447,20201014,00:00:00,441.8,446.5,437.2,443.4,3806642
448,20201015,00:00:00,441.6,442.5,427.7,434.1,5267852
449,20201016,00:00:00,432.4,433.8,426.2,429.2,4213273
450,20201019,00:00:00,430.7,432.8,414.9,415.7,3847080
451,20201020,00:00:00,415.7,424.8,406.4,421.2,7552688
452,20201021,00:00:00,421.7,428.6,416.1,416.9,5154493
453,20201022,00:00:00,416.0,425.9,413.9,424.6,4198317
454,20201023,00:00:00,424.2,440.6,423.2,438.7,6179305
455,20201026,00:00:00,436.0,437.3,426.4,430.1,3429581
456,20201027,00:00:00,433.2,433.5,417.9,420.5,4457069
457,20201028,00:00:00,417.5,417.5,398.4,401.0,9140629
458,20201029,00:00:00,404.5,409.9,395.5,405.7,6439192
459,20201030,00:00:00,400.0,416.3,396.4,412.6,7539887
460,20201102,00:00:00,409.6,419.9,404.3,419.3,5477327
461,20201103,00:00:00,419.5,432.3,419.0,430.5,5823875
462,20201105,00:00:00,438.8,449.5,433.2,442.7,8172722
463,20201106,00:00:00,442.0,449.8,436.5,447.6,5440518
464,20201109,00:00:00,456.0,488.3,446.7,479.3,15493969
465,20201110,00:00:00,478.6,506.0,472.7,501.0,14285481
466,20201111,00:00:00,506.3,521.5,505.6,508.2,14816380
467,20201112,00:00:00,505.2,513.5,497.7,499.8,11546302
468,20201113,00:00:00,499.5,507.9,493.1,505.1,6370816
469,20201116,00:00:00,511.9,518.0,504.5,510.9,6562523
470,20201117,00:00:00,511.5,512.5,499.0,506.0,4562151
471,20201118,00:00:00,505.4,519.1,501.4,511.2,5724645
472,20201119,00:00:00,510.9,512.1,505.5,508.3,3895679
473,20201120,00:00:00,508.4,512.2,504.2,511.0,2486393
474,20201123,00:00:00,513.8,528.2,512.4,520.3,5950459
475,20201124,00:00:00,525.0,527.5,514.0,524.8,4877217
476,20201125,00:00:00,526.0,540.8,520.3,537.1,11892052
477,20201126,00:00:00,537.3,541.0,523.8,524.9,4929832
478,20201127,00:00:00,524.0,527.5,494.4,511.4,14783707
479,20201130,00:00:00,504.2,509.0,485.8,492.3,13796358
480,20201201,00:00:00,494.1,499.6,490.3,493.9,5192526
481,20201202,00:00:00,492.3,512.6,489.1,509.1,7261734
482,20201203,00:00:00,508.4,509.4,490.1,496.0,9249509
483,20201204,00:00:00,500.1,510.0,500.1,507.7,9097376
484,20201207,00:00:00,507.4,510.5,499.0,500.3,5174061
485,20201208,00:00:00,500.0,504.5,491.8,497.6,4541968
486,20201209,00:00:00,497.3,503.5,489.8,494.4,5338992
487,20201210,00:00:00,493.6,514.5,492.4,507.3,7501843
488,20201211,00:00:00,508.6,513.8,505.5,508.8,6325437
489,20201214,00:00:00,512.0,527.2,509.1,514.6,8523521
490,20201215,00:00:00,512.7,520.6,508.0,517.0,4509817
491,20201216,00:00:00,517.0,518.9,507.4,511.5,4611077
492,20201217,00:00:00,515.3,517.8,510.0,513.0,4948710
493,20201218,00:00:00,510.9,511.8,502.3,506.4,5167410
494,20201221,00:00:00,500.8,500.9,485.3,488.2,3373558
